revenue,costs,audited,market_focus,ceo_tenure_years,risk
32428843.604359515,30040065.876768187,1.0,Industrial,1.6261848684836586,both_risks
4178213.031796808,3324729.8270100635,0.0,"Scale,Ads",5.939585096232211,healthy
48115140.28771629,49213096.18431123,1.0,"Industrial,Contract",7.176174480362539,both_risks
6666544.99671814,6145634.9640498925,1.0,"Contract,Industrial",13.299993180949564,healthy
42901110.90758142,38775952.77711211,0.0,Contract,3.0856152075544117,sales_risk
5764414.54285628,4012179.9529614933,1.0,Scale,19.21829002487544,healthy
4258879.722224767,2964215.285741936,1.0,Ads,3.3100349030635545,healthy
11407543.11786447,9146301.66433633,1.0,Ads,4.004637141545587,healthy
24926774.99880213,19714347.14441801,1.0,"Industrial,Contract",3.203034298006843,healthy
10438480.425536392,8359201.619733407,1.0,Industrial,4.39821740606652,healthy
4947887.005705075,3906929.8717914145,1.0,"Contract,Industrial",6.179194493620324,healthy
2323953.26243484,1780718.4860799375,0.0,Ads,4.032761326627008,healthy
2187959.1778989565,2124470.496943287,0.0,Ads,5.046309352068253,cost_risk
14690077.88254385,13009540.05448406,1.0,Contract,2.1586855608209916,healthy
23907745.24630479,24013447.782813903,0.0,"Industrial,Contract",6.423073933069304,cost_risk
7539793.914941333,5678460.683613189,0.0,Scale,2.722135717937122,healthy
3034736.449906445,3034254.0836999197,0.0,Ads,4.309486001326487,cost_risk
21274977.02722475,16498140.59426929,1.0,Ads,3.4685512613005627,healthy
2469697.0648811073,2073838.3361820225,0.0,Contract,7.716198586188092,healthy
4355421.308584172,4321086.425817818,0.0,Scale,3.7646042378158566,cost_risk
16535462.145522365,16256550.233684292,1.0,Ads,1.6318184184733506,cost_risk
936456.945925824,698877.6839466545,0.0,"Scale,Ads",3.082161190601794,sales_risk
13077053.323899541,13468173.9887703,0.0,Contract,2.8876293493842518,cost_risk
4967161.775345968,5371130.082748232,1.0,Industrial,9.214948208801724,cost_risk
9912227.930911195,8927742.976532247,1.0,"Industrial,Scale",1.4579975531127105,healthy
8238249.778307341,7285153.018331509,0.0,Contract,16.011860703527116,healthy
10876492.806090219,8488789.89885425,1.0,Industrial,13.620526384372013,healthy
17790442.56849105,14668390.68867996,1.0,"Industrial,Contract",1.7049250910125013,healthy
4162515.9666761416,3459220.753786578,1.0,Ads,1.4446770268756957,healthy
36799029.19836285,25759069.623591423,1.0,Industrial,3.5152015649431085,healthy
18367507.94341639,13817555.265066745,1.0,Industrial,2.3318156401396344,healthy
20660467.761072554,16528475.8464279,1.0,"Scale,Contract",1.9165976646148528,healthy
28484310.392604735,21541110.60152253,1.0,Industrial,1.2207036196423182,healthy
19532459.35003529,14988209.079954093,0.0,"Contract,Industrial",2.922064451027715,healthy
20667617.8974622,14923088.811535101,1.0,Contract,2.38933665830304,healthy
9583885.101999214,9806228.413501687,0.0,Ads,10.96494386442044,cost_risk
2133397.098229691,2132415.4487557327,1.0,"Industrial,Contract",1.327874968593802,cost_risk
7763586.008874077,8332981.386660141,1.0,Industrial,6.813570271720938,cost_risk
4116382.7394738127,3115850.491495295,1.0,Contract,14.127937284967786,healthy
2142016.4966652906,1889322.0633859576,0.0,Scale,5.458315902199948,sales_risk
11506846.809564456,10202601.990524383,1.0,Scale,0.9304545067444085,healthy
5032616.29917924,3999069.6981382575,1.0,Industrial,1.3960992546709965,healthy
3173023.7703748615,2435784.7284980165,0.0,"Industrial,Contract",6.793383450759837,healthy
3131425.593252462,3020372.429375768,0.0,Ads,10.339428072240285,cost_risk
11622077.496820424,10891843.39739363,1.0,Industrial,1.615165027241979,cost_risk
12719819.800777283,13301654.911286458,0.0,Industrial,3.67471542571821,cost_risk
33346303.00528408,23291144.226436812,0.0,Scale,3.892102713688848,sales_risk
8763319.51740547,9024911.698786505,0.0,Scale,6.80373482609696,cost_risk
25187030.548205197,18851922.27335118,0.0,Ads,1.8218140246088685,sales_risk
36116660.50855848,25855617.263480056,1.0,"Contract,Industrial",4.850019394971943,sales_risk
28068700.04697439,24316954.041224744,1.0,Contract,3.9307513659961106,healthy
834590.1906561828,676528.4718263275,0.0,Ads,6.52182866926052,sales_risk
30361433.290319365,30803687.311727565,1.0,Ads,5.400061157238823,both_risks
12479776.452043878,8232977.689754548,1.0,Ads,5.662503387367092,healthy
13575419.868605714,13080917.234726984,0.0,"Contract,Scale",7.664106043076118,cost_risk
12880529.88245296,9957323.306881556,1.0,Ads,1.6025192424555499,healthy
13029898.511936847,9904077.225693686,1.0,Ads,0.3926074824097583,healthy
12230143.245802661,7839626.72279657,1.0,Industrial,9.15043794255298,healthy
6206369.686735057,5623600.633025652,0.0,Contract,11.438355075126868,healthy
1326911.6092308816,1081871.5580625853,1.0,Scale,6.9755229568536805,sales_risk
7969125.1119925445,7767251.11364262,0.0,Industrial,4.781558225375812,cost_risk
3977914.1281721,3452579.5359849813,0.0,"Industrial,Contract",14.312952410735605,healthy
26171024.262329515,19639279.55281101,1.0,"Industrial,Contract",5.606678208981464,healthy
6657359.51048611,4857511.402834756,1.0,"Ads,Scale",17.34639969197349,healthy
9659721.312230958,6782601.519390169,1.0,Ads,3.0086349299599657,healthy
3799553.221101039,2731366.17624879,0.0,"Contract,Industrial",5.953786277740625,healthy
5332749.581634094,4898261.850094555,1.0,Scale,1.451956060162022,healthy
8784215.171827346,6372614.738465438,0.0,Industrial,2.835719632398838,healthy
2011969.8313619723,1604188.0821570929,0.0,Ads,12.246867454293321,healthy
12003215.309189925,10652799.108047558,1.0,"Industrial,Contract",4.941997414865947,healthy
7991809.371029369,6682605.134190774,1.0,Scale,17.028829239393897,healthy
2714939.411771125,2374001.489731908,0.0,Ads,1.4108105626348975,healthy
807555.5583337479,748554.3249976799,0.0,Industrial,0.9298736660527274,both_risks
14843195.962637683,13179178.868792308,1.0,Industrial,0.3525333726374178,healthy
6598916.065814432,5016664.864769905,1.0,"Scale,Ads",8.426615750251369,healthy
5230364.809096751,4390727.49571091,1.0,Industrial,3.2460803114858603,healthy
7016993.2350022,4819232.963148948,0.0,"Industrial,Contract",4.868715364301778,healthy
54650883.6044279,45454513.445681095,1.0,Ads,13.273554945851348,sales_risk
8454412.318663856,7840970.345328683,1.0,"Contract,Industrial",2.55413942634845,cost_risk
9690138.365676103,7891302.353455504,0.0,Scale,2.2322808148347617,healthy
2008557.0372752284,1853842.4277958178,1.0,Ads,11.302997262422233,healthy
46146841.02261409,47128161.192904025,0.0,Industrial,2.656616544678467,both_risks
22241889.503872745,22290246.763912197,1.0,Industrial,3.700573427808742,cost_risk
25827099.503796555,16934121.45854009,0.0,"Industrial,Contract",4.4300838412825225,sales_risk
9319995.755206091,7418474.892915875,1.0,Contract,5.085578152971193,healthy
22223365.39936994,18918732.36646124,1.0,Industrial,4.35955536270115,healthy
12876916.33632303,12758058.935969714,1.0,Ads,2.8595437560390518,cost_risk
16406515.12882936,12624013.18821916,1.0,Industrial,7.819453259982684,healthy
7631592.076544381,7827773.217070947,0.0,"Ads,Contract",3.5844899945990036,cost_risk
2035215.0601899426,1909353.8577163406,1.0,Ads,11.148529347934932,both_risks
24862080.962473672,17708774.396289248,1.0,Ads,13.06308566225047,sales_risk
1283421.8168197738,980678.7243374528,0.0,Industrial,2.887036873793573,sales_risk
6990504.797805127,5290006.5816904325,0.0,Contract,1.3817547045996659,healthy
7242503.642795155,4972152.923451961,0.0,Ads,1.382339318396729,healthy
3131866.9646192812,2513560.172206223,0.0,Ads,1.6255720879130986,healthy
16405433.293913381,15510156.620283356,1.0,Scale,15.893041649482807,cost_risk
7272933.666569649,6391598.984870604,0.0,Scale,7.928399830543695,healthy
5740929.416291063,5728111.485219573,0.0,Ads,6.155185814610331,cost_risk
14944318.183965016,11141753.643858362,0.0,Ads,4.009586255138266,healthy
5517420.230374456,4227281.9448952405,0.0,Industrial,6.724263879197357,healthy
35640029.02064537,28004044.141289786,1.0,Industrial,8.187718448909518,sales_risk
12628352.926306361,9208334.57662021,1.0,Industrial,1.2603141063280219,healthy
5529826.58007802,5779329.430515176,1.0,Industrial,9.142582211947758,cost_risk
1271534.5346253205,1068911.1426023447,0.0,"Ads,Scale",1.0887328475711628,sales_risk
2403043.9473795937,2328920.269173819,0.0,Industrial,5.0144832166109055,cost_risk
26346099.2191294,24060420.411142927,1.0,Ads,2.6188696975575882,healthy
8447625.356069544,6320716.7785605565,0.0,"Ads,Scale",3.290122952774489,healthy
6695022.744380039,6800605.105985961,0.0,"Ads,Contract",2.7445347458598035,cost_risk
45958602.98880238,42509052.5564024,0.0,Industrial,2.348480927708839,both_risks
2464133.4348567952,2298342.7479461026,1.0,Industrial,4.409094328404205,healthy
4947248.88957745,4307232.422987053,0.0,"Industrial,Scale",10.032357525030442,healthy
5539486.269250893,4878037.0806356715,1.0,"Industrial,Ads",2.670902301546799,healthy
15971832.843769265,15436162.474136595,0.0,Ads,4.484617303805767,cost_risk
4576590.2947276775,4604388.4295380665,1.0,Industrial,2.421429883393633,cost_risk
4811801.727113095,3995897.9655371676,1.0,Scale,3.009935245370002,healthy
1784860.1148869074,1512546.0544737845,1.0,Scale,2.993798239705143,sales_risk
18427402.92367481,12725969.393215245,1.0,"Industrial,Contract",9.340157676017945,healthy
19898190.55179287,16645870.292987786,0.0,Scale,2.366813047915434,healthy
5518536.479633736,5201492.186203638,1.0,Ads,1.223004782472425,cost_risk
10462834.300644694,11458076.51298895,1.0,Scale,1.9006900075340503,cost_risk
2439622.512333112,1692170.861801256,0.0,"Industrial,Scale",2.308752943251861,healthy
5543778.385287147,3595550.5011562053,1.0,"Contract,Scale",16.42725338247827,healthy
35249114.02000831,27703527.06480516,1.0,Ads,2.1579509781524004,sales_risk
10177914.993049836,8190921.265437168,1.0,"Industrial,Scale",4.75043263061302,healthy
89554997.05851176,66323665.047602,1.0,Ads,0.42916647773987326,sales_risk
4044252.34829809,4379723.543910276,1.0,Contract,4.28764688121866,cost_risk
15875449.490816193,10405861.696778469,1.0,"Scale,Industrial",10.55637261491049,healthy
7308102.135033299,5210868.401593565,1.0,Industrial,11.01579844292765,healthy
15647439.42938172,12543059.917797731,1.0,Contract,5.908937970217313,healthy
8822260.082518114,8229370.20040398,0.0,Contract,5.529311514564387,cost_risk
5069749.112306785,4953907.364232232,0.0,"Scale,Contract",19.691887590412364,cost_risk
3731732.778695692,3162062.3598201964,0.0,Contract,11.547387061526313,healthy
190666567.20979884,172060978.14310506,1.0,"Industrial,Scale",6.292810950971992,sales_risk
8224721.059284183,6595803.437507444,0.0,Contract,3.5229721619752867,healthy
1182734.0522298354,845416.1548140018,0.0,Scale,2.9563743871985615,sales_risk
4645452.732432023,3939205.0600033184,0.0,Contract,3.7719660287044263,healthy
17505745.98714785,12395834.275196884,1.0,"Industrial,Contract",4.1645436532326485,healthy
5389653.02415168,3364972.4443649976,0.0,"Scale,Ads",2.9572637869197407,healthy
34637456.16044843,26417387.51389588,1.0,Scale,4.10907482754138,healthy
24212952.442551017,19592330.845746998,1.0,Contract,1.7971291142493504,healthy
7630480.406905667,6294687.93888456,0.0,"Industrial,Scale",4.702719765291004,healthy
5541545.867330017,4794742.799398431,0.0,"Ads,Scale",2.070591258821405,healthy
3253360.411756393,2754755.173425796,0.0,Ads,7.710995185264448,healthy
4412859.533952184,4412489.342559972,0.0,"Ads,Contract",6.352880188114879,cost_risk
2036731.6024492492,1790037.172359139,0.0,Industrial,7.236428188542613,sales_risk
29632914.90523637,24910445.30496912,0.0,Industrial,10.024391061090071,sales_risk
43605802.62207082,42940969.03907035,1.0,Contract,6.843931264972539,both_risks
2530334.158074038,2383020.1211699634,0.0,Contract,3.2243787438732303,cost_risk
2725921.3098980123,2060248.260977166,0.0,"Industrial,Contract",6.0020339839432655,healthy
1515851.8905920319,1413497.593273514,0.0,Contract,2.0382941659388183,both_risks
3389339.9970556446,2689385.9732542355,0.0,Contract,3.0470568918634204,healthy
397783.5128502589,351940.8214529076,0.0,Industrial,11.870280862454678,both_risks
2835477.8744866145,2981884.435501313,0.0,Contract,1.573692155696973,cost_risk
32505354.897372436,27969158.71079366,1.0,Contract,1.4942528909808515,healthy
6289093.310647448,5220795.575467338,1.0,"Industrial,Contract",4.778956866807036,healthy
20885887.19150516,15323533.743240893,1.0,Industrial,6.441835319388421,healthy
5449481.018587793,4611494.211565097,0.0,Scale,2.350436049081047,healthy
51684438.44595985,42636275.667481504,0.0,Scale,6.065613293559774,sales_risk
10845035.580017086,10298314.501656482,1.0,Scale,19.627162126327676,cost_risk
6064712.571275681,6188763.011752426,0.0,Industrial,2.0138623985638824,cost_risk
114081541.31572506,108905359.10943635,1.0,Industrial,2.04994877248278,both_risks
6423849.7386532035,5902138.724607393,1.0,Industrial,4.6698809584842,healthy
2620240.460319749,2131233.5344428453,0.0,Ads,3.8435767418690086,sales_risk
10874269.953359691,11296206.92854284,1.0,Scale,0.20096123245765224,cost_risk
8547633.008223591,5941518.515248104,0.0,Ads,4.186107785949406,healthy
25811341.67664927,25796679.160827544,1.0,"Ads,Scale",0.6679004201807847,both_risks
3535502.7770506255,2623842.7344012912,1.0,"Ads,Industrial",10.568395816486682,healthy
19869906.94804414,13819737.767586328,1.0,Contract,6.394277119030804,healthy
20847580.797374118,16539223.448697904,1.0,Scale,13.780835709323288,healthy
4557627.258707042,3678704.393919662,1.0,"Scale,Ads",7.311656930339579,healthy
10461830.546370398,9620469.224316034,0.0,"Contract,Industrial",5.370050380238071,cost_risk
3871869.576846663,2923963.0788887036,0.0,Ads,1.4633537211828378,healthy
92786162.33240667,61904873.14297122,1.0,Ads,7.777821134202729,sales_risk
4394482.952594217,3897599.2027539057,0.0,"Contract,Industrial",2.0721057257254802,healthy
5648641.074078124,5183497.842215534,0.0,Ads,20.858485880096467,healthy
3060723.788156732,2385571.4343219195,1.0,Ads,12.326796032930627,healthy
6286271.740143809,5939062.434271732,1.0,Scale,3.213596311879135,cost_risk
8834048.606254792,6383149.865657424,1.0,Ads,8.872986853241052,healthy
19149537.758163307,16137715.2893532,1.0,Industrial,1.1347668269184754,healthy
4825926.784185834,4112812.3343048114,0.0,"Industrial,Scale",6.126966111406471,healthy
7379570.82674744,4883807.880039273,1.0,Ads,7.536498011570817,healthy
2155451.200930446,2000321.909001554,0.0,"Ads,Scale",2.428615657260589,cost_risk
3884861.0416682777,3236092.3720037006,0.0,Industrial,4.950637001797987,healthy
139811767.53280562,96437906.90370645,1.0,Industrial,5.694116482898448,sales_risk
25172009.264954913,26705144.169635937,1.0,Industrial,5.599702508870662,cost_risk
4067649.8504663627,3605285.7467132676,0.0,Ads,13.982681736055039,cost_risk
2332853.5096224723,1770853.3332964433,0.0,"Industrial,Contract",6.764544286025806,sales_risk
3349819.994593247,2620591.730296316,0.0,"Industrial,Contract",3.085437996920242,healthy
8695438.540912155,7923691.87664154,1.0,Industrial,8.487024335346927,healthy
9200126.467196517,8570054.82594182,1.0,Contract,8.994612788178639,healthy
4221239.65114228,3583119.7303407183,1.0,Contract,8.475261011648227,healthy
2454480.1205501975,2175185.6126461024,0.0,"Industrial,Contract",11.704232121235748,healthy
36850454.31350978,27763681.688310843,1.0,Contract,11.22817691471543,sales_risk
13959703.995250713,11013897.607279563,1.0,Industrial,4.825536846183115,healthy
6109967.307214459,5711591.89424889,1.0,Scale,4.5566518172359896,cost_risk
7126557.040069307,6001172.742334068,1.0,"Ads,Scale",9.269129626501302,healthy
5232865.280870235,4882538.34195253,0.0,Ads,3.5971672998906765,cost_risk
471632.1200425579,400434.90394243534,0.0,Ads,5.5379309942759525,sales_risk
9975691.354822807,9703819.580468902,1.0,"Ads,Scale",12.797471316940877,cost_risk
3046352.6797987167,2282876.6491509425,0.0,Ads,0.9767873420593269,healthy
3260254.119159047,2434539.18490074,0.0,Ads,7.922787128726519,healthy
4684349.396852637,3335713.2184063806,1.0,Industrial,10.832011213285252,healthy
18481886.729365777,16793866.95652499,1.0,Contract,6.352975301169912,healthy
2756491.38479445,2315057.017102996,0.0,Contract,7.942953550533447,healthy
2117440.361065999,1926602.1885272597,0.0,Industrial,7.960897002622927,cost_risk
16849845.99860776,12851038.296709139,0.0,Contract,8.25319659665438,healthy
18894263.29592812,12622096.663279254,1.0,Contract,11.759942966668234,healthy
3406058.420216443,2906470.404025938,0.0,Contract,0.6836863762772847,healthy
15594013.947923524,11784441.579393169,1.0,"Industrial,Contract",10.311065348235108,healthy
6638307.33538384,5332128.270128399,0.0,Industrial,5.6211837168737375,healthy
12010504.220377833,11559304.166231431,1.0,"Industrial,Contract",3.0524501539715114,cost_risk
2518161.7271378716,2306594.606811369,0.0,Industrial,5.7371680114038535,healthy
20437754.30006224,16734103.191427477,1.0,Industrial,8.887381195587558,healthy
29599231.44071537,24081245.931303527,1.0,Ads,4.171075447156827,healthy
16803087.97680815,11824741.39426003,1.0,Ads,4.961101120386811,healthy
15530866.07898525,11076013.89367025,1.0,Ads,2.4945360051643632,healthy
204377.66164274444,187493.42873890296,0.0,"Industrial,Contract",4.339553404570977,both_risks
11531924.019667618,10347546.5902952,1.0,Industrial,8.208310835117288,healthy
8662853.09786151,7463040.27905705,1.0,Ads,5.602189204652042,healthy
7670976.605113724,5552289.833066153,0.0,"Contract,Industrial",3.2984130318515077,healthy
4729934.96087005,3928358.9924214915,0.0,"Industrial,Ads",10.119044111338635,healthy
9391963.877155839,7652072.168383624,0.0,Ads,14.72867069654776,healthy
13418130.93379633,11644409.932676543,1.0,Ads,6.1315365859389,healthy
6825743.558895409,4759687.490625209,1.0,Industrial,3.0162830652419004,healthy
5591039.921455537,5289902.366730845,1.0,"Industrial,Contract",7.4133917310600985,cost_risk
30393940.19875701,24710297.229624692,1.0,Scale,7.746435447659157,healthy
2942096.2420061543,2036387.6182919403,0.0,"Scale,Ads",18.969400376699458,healthy
24894443.846073374,16397787.978436844,1.0,Industrial,4.319654209150652,sales_risk
10604748.852708431,7656603.476200424,1.0,Ads,3.020002522730027,healthy
3975632.2686512405,2893199.736370373,0.0,"Ads,Industrial",2.302669944542742,healthy
6649273.136862974,6375034.616137139,1.0,"Industrial,Contract",6.887540224503835,cost_risk
3541306.8979366445,3152261.6561500346,1.0,"Ads,Scale",6.78608348098794,healthy
17453740.141616832,12085943.21420533,1.0,Contract,9.926325692561672,healthy
12583560.049031565,12413047.349153958,1.0,"Ads,Industrial",4.014312968038192,cost_risk
5092115.010164978,4868507.275286141,0.0,Industrial,2.5198890698999157,cost_risk
2951374.939575059,2196795.5249488074,0.0,"Industrial,Contract",6.72649688747828,healthy
12015596.755994821,8546096.277632244,1.0,"Contract,Scale",2.3294025357094412,healthy
23147228.378125094,23803701.931653634,1.0,Industrial,3.7236032016530354,cost_risk
7930000.452066224,6784335.397374865,1.0,Contract,6.335661034875122,healthy
13502055.632476382,11986354.912986806,1.0,"Contract,Industrial",14.264360523545328,healthy
6101058.565709649,5012955.607622353,0.0,"Contract,Scale",4.202386873951071,healthy
9507287.863657186,8080397.580918529,0.0,Industrial,2.665455403532585,healthy
6640627.955592054,4716937.9149828255,1.0,Ads,6.976555677515414,healthy
11923742.554019008,10087081.629340364,1.0,Industrial,7.352689137043413,healthy
1963477.0938720657,1408000.543185336,0.0,Industrial,6.181943119782449,sales_risk
16923106.98415053,12712659.740292635,0.0,Ads,5.009535457260557,healthy
7060790.121236441,6236354.719935619,1.0,"Ads,Scale",1.1640415615553281,healthy
12719007.265295371,10073741.52543754,1.0,"Ads,Scale",3.1341656741259785,healthy
6322908.54158395,6593673.548414413,1.0,Ads,6.617778864007439,cost_risk
12241730.299235715,9548763.050852789,1.0,Contract,10.102055807902786,healthy
3040210.1396281733,2889120.482749038,0.0,"Ads,Contract",9.796279192404452,cost_risk
29184678.26249371,24357366.995962124,1.0,Contract,7.228813294068295,healthy
1617602.0788023213,1112660.7102666588,1.0,Contract,6.324312155348077,healthy
3143229.036998206,1990947.6275781335,0.0,Industrial,3.0194179769791187,healthy
11247608.312171303,7592311.04593785,0.0,Contract,2.793192869068239,healthy
38372141.98681605,30806966.20683798,1.0,Scale,0.5642696797324771,healthy
11735468.406483972,11726002.571193157,1.0,Industrial,5.76668898985045,cost_risk
6934999.535284589,5353534.599264977,0.0,Industrial,4.283304830858882,healthy
2136992.1411017515,1859090.0747329597,0.0,Industrial,6.12649046073349,sales_risk
7339074.74106972,6305193.497733344,1.0,Industrial,9.90627811934483,healthy
8711225.061669903,9458463.950004548,0.0,Contract,3.4534562037255263,cost_risk
48185497.178858116,38899196.740754515,1.0,Scale,10.42607954984853,sales_risk
16553783.130418219,13004138.778119575,1.0,Ads,9.59899393045269,healthy
1925906.1169748139,1583333.2403877608,0.0,"Ads,Scale",5.7141093091038595,sales_risk
67442038.3093962,57659390.72737854,1.0,Scale,1.9197795507588746,sales_risk
5986336.165878025,3902744.0961239683,0.0,Ads,4.284387118557582,healthy
3687798.72049029,2968317.786803601,0.0,Industrial,8.708318900818957,healthy
38834619.11793638,30078008.899210252,1.0,Ads,8.441083983075004,healthy
